title,venue,date,time,artist,program,image_link
The 12 Cellists of the Berliner Philharmoniker,"KKL Luzern, Concert Hall",Tue 27.08,19.30,The 12 Cellists  of the Berliner Philharmoniker,"Herman Hupfeld (1894–1951)
As Time Goes By",https://www.lucernefestival.ch/media/thumbnails/filer_public/f4/5f/f45f4ccf-6001-4f68-970a-2e63e3cd8463/die-12-cellisten-c_stephanrohl.jpg__744x744_q85_crop_subject_location-735%2C490_subsampling-2_upscale.jpg
The 12 Cellists of the Berliner Philharmoniker,"KKL Luzern, Concert Hall",Tue 27.08,19.30,The 12 Cellists  of the Berliner Philharmoniker,"Shigeaki Saegusa (*1942)
Ragtime",https://www.lucernefestival.ch/media/thumbnails/filer_public/f4/5f/f45f4ccf-6001-4f68-970a-2e63e3cd8463/die-12-cellisten-c_stephanrohl.jpg__744x744_q85_crop_subject_location-735%2C490_subsampling-2_upscale.jpg
The 12 Cellists of the Berliner Philharmoniker,"KKL Luzern, Concert Hall",Tue 27.08,19.30,The 12 Cellists  of the Berliner Philharmoniker,"Astor Piazzolla (1921–1992)
Milonga del ángel",https://www.lucernefestival.ch/media/thumbnails/filer_public/f4/5f/f45f4ccf-6001-4f68-970a-2e63e3cd8463/die-12-cellisten-c_stephanrohl.jpg__744x744_q85_crop_subject_location-735%2C490_subsampling-2_upscale.jpg
Berliner Philharmoniker 1,"KKL Luzern, Concert Hall",Wed 28.08,19.30,Berliner Philharmoniker,"Anton Bruckner (1824–1896)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/ca/67/ca67900f-9327-4962-956f-ac5179a372bf/petrenko_bphil_kp_monikarittershaus.jpg__744x744_q85_crop_subject_location-2415%2C1610_subsampling-2_upscale.jpg
Berliner Philharmoniker 1,"KKL Luzern, Concert Hall",Wed 28.08,19.30,Kirill Petrenko,"Anton Bruckner (1824–1896)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/ca/67/ca67900f-9327-4962-956f-ac5179a372bf/petrenko_bphil_kp_monikarittershaus.jpg__744x744_q85_crop_subject_location-2415%2C1610_subsampling-2_upscale.jpg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Annemarie Federle,"Benjamin Britten (1913–1976)
Prologue",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Annemarie Federle,"Franz Strauss (1822–1905)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Annemarie Federle,"Volker David Kirchner (1942–2020)
Tre poemi",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Annemarie Federle,"Jane Vignery (1913–1974)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Annemarie Federle,"Benjamin Britten (1913–1976)
Epilogue",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Junyan Chen,"Benjamin Britten (1913–1976)
Prologue",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Junyan Chen,"Franz Strauss (1822–1905)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Junyan Chen,"Volker David Kirchner (1942–2020)
Tre poemi",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Junyan Chen,"Jane Vignery (1913–1974)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Debut Annemarie Federle,Lukaskirche,Thu 29.08,12.15,Junyan Chen,"Benjamin Britten (1913–1976)
Epilogue",https://www.lucernefestival.ch/media/thumbnails/filer_public/a1/95/a195bd0c-c0d3-4fd6-a6d1-f6b8145fc7a6/federleannemarie_c_fabiodepaola.jpeg__744x744_crop_subject_location-2185%2C1539_subsampling-2_upscale.jpeg
Berliner Philharmoniker 2,"KKL Luzern, Concert Hall",Thu 29.08,19.30,Berliner Philharmoniker,"Bedřich Smetana (1824–1884)
Má vlast",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/02/df025c59-37de-4edf-a1a9-4b07bc9709f6/03-19_prom_66_cr_bbc_chris_christodoulou_1.jpg__744x744_q85_crop_subject_location-945%2C630_subsampling-2_upscale.jpg
Berliner Philharmoniker 2,"KKL Luzern, Concert Hall",Thu 29.08,19.30,Kirill Petrenko,"Bedřich Smetana (1824–1884)
Má vlast",https://www.lucernefestival.ch/media/thumbnails/filer_public/df/02/df025c59-37de-4edf-a1a9-4b07bc9709f6/03-19_prom_66_cr_bbc_chris_christodoulou_1.jpg__744x744_q85_crop_subject_location-945%2C630_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Royal Concertgebouw Orchestra,"Carl Maria von Weber (1786–1826)
Der Freischütz",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Royal Concertgebouw Orchestra,"Ludwig van Beethoven (1770–1827)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Royal Concertgebouw Orchestra,"Gabriel Fauré (1845–1924)
Pelléas et Mélisande.",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Royal Concertgebouw Orchestra,"Maurice Ravel (1875–1937)
Daphnis et Chloé",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Myung-Whun Chung,"Carl Maria von Weber (1786–1826)
Der Freischütz",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Myung-Whun Chung,"Ludwig van Beethoven (1770–1827)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Myung-Whun Chung,"Gabriel Fauré (1845–1924)
Pelléas et Mélisande.",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Myung-Whun Chung,"Maurice Ravel (1875–1937)
Daphnis et Chloé",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Sir András Schiff,"Carl Maria von Weber (1786–1826)
Der Freischütz",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Sir András Schiff,"Ludwig van Beethoven (1770–1827)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Sir András Schiff,"Gabriel Fauré (1845–1924)
Pelléas et Mélisande.",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Royal Concertgebouw Orchestra,"KKL Luzern, Concert Hall",Fri 30.08,19.30,Sir András Schiff,"Maurice Ravel (1875–1937)
Daphnis et Chloé",https://www.lucernefestival.ch/media/thumbnails/filer_public/7e/11/7e11de7f-caf3-4c45-8329-58dd7259ae2a/lb_4441.jpg__744x744_q85_crop_subject_location-2142%2C1407_subsampling-2_upscale.jpg
Recital Sheku Kanneh-Mason,"Lukaskirche, Kirchensaal",Sat 31.08,16.00,Sheku Kanneh-Mason,"Johann Sebastian Bach to
",https://www.lucernefestival.ch/media/thumbnails/filer_public/28/65/2865c1a9-818e-4c9a-986e-da2a1e4469a8/sheku_song_photo_3_credit_ollie_ali.jpg__744x744_q85_crop_subject_location-2205%2C3308_subsampling-2_upscale.jpg
Recital Sheku Kanneh-Mason,"Lukaskirche, Kirchensaal",Sat 31.08,16.00,Harry Baker,"Johann Sebastian Bach to
",https://www.lucernefestival.ch/media/thumbnails/filer_public/28/65/2865c1a9-818e-4c9a-986e-da2a1e4469a8/sheku_song_photo_3_credit_ollie_ali.jpg__744x744_q85_crop_subject_location-2205%2C3308_subsampling-2_upscale.jpg
Lucerne Festival Academy 3,"KKL Luzern, Concert Hall",Sat 31.08,19.30,Lucerne Festival Contemporary Orchestra (LFCO),"Beat Furrer (*1954)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/f1/6a/f16ad071-202a-4be5-b64e-84a9150e62fc/furrer_beat_9_c_manutheobald.jpg__744x744_q85_crop_subject_location-1456%2C1834_subsampling-2_upscale.jpg
Lucerne Festival Academy 3,"KKL Luzern, Concert Hall",Sat 31.08,19.30,Lucerne Festival Contemporary Orchestra (LFCO),"Lisa Streich (*1985)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/f1/6a/f16ad071-202a-4be5-b64e-84a9150e62fc/furrer_beat_9_c_manutheobald.jpg__744x744_q85_crop_subject_location-1456%2C1834_subsampling-2_upscale.jpg
Lucerne Festival Academy 3,"KKL Luzern, Concert Hall",Sat 31.08,19.30,Lucerne Festival Contemporary Orchestra (LFCO),"Morton Feldman (1926–1987)
Coptic Light",https://www.lucernefestival.ch/media/thumbnails/filer_public/f1/6a/f16ad071-202a-4be5-b64e-84a9150e62fc/furrer_beat_9_c_manutheobald.jpg__744x744_q85_crop_subject_location-1456%2C1834_subsampling-2_upscale.jpg
Lucerne Festival Academy 3,"KKL Luzern, Concert Hall",Sat 31.08,19.30,Beat Furrer,"Beat Furrer (*1954)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/f1/6a/f16ad071-202a-4be5-b64e-84a9150e62fc/furrer_beat_9_c_manutheobald.jpg__744x744_q85_crop_subject_location-1456%2C1834_subsampling-2_upscale.jpg
Lucerne Festival Academy 3,"KKL Luzern, Concert Hall",Sat 31.08,19.30,Beat Furrer,"Lisa Streich (*1985)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/f1/6a/f16ad071-202a-4be5-b64e-84a9150e62fc/furrer_beat_9_c_manutheobald.jpg__744x744_q85_crop_subject_location-1456%2C1834_subsampling-2_upscale.jpg
Lucerne Festival Academy 3,"KKL Luzern, Concert Hall",Sat 31.08,19.30,Beat Furrer,"Morton Feldman (1926–1987)
Coptic Light",https://www.lucernefestival.ch/media/thumbnails/filer_public/f1/6a/f16ad071-202a-4be5-b64e-84a9150e62fc/furrer_beat_9_c_manutheobald.jpg__744x744_q85_crop_subject_location-1456%2C1834_subsampling-2_upscale.jpg
Lucerne Festival Academy 3,"KKL Luzern, Concert Hall",Sat 31.08,19.30,Simon Höfele,"Beat Furrer (*1954)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/f1/6a/f16ad071-202a-4be5-b64e-84a9150e62fc/furrer_beat_9_c_manutheobald.jpg__744x744_q85_crop_subject_location-1456%2C1834_subsampling-2_upscale.jpg
Lucerne Festival Academy 3,"KKL Luzern, Concert Hall",Sat 31.08,19.30,Simon Höfele,"Lisa Streich (*1985)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/f1/6a/f16ad071-202a-4be5-b64e-84a9150e62fc/furrer_beat_9_c_manutheobald.jpg__744x744_q85_crop_subject_location-1456%2C1834_subsampling-2_upscale.jpg
Lucerne Festival Academy 3,"KKL Luzern, Concert Hall",Sat 31.08,19.30,Simon Höfele,"Morton Feldman (1926–1987)
Coptic Light",https://www.lucernefestival.ch/media/thumbnails/filer_public/f1/6a/f16ad071-202a-4be5-b64e-84a9150e62fc/furrer_beat_9_c_manutheobald.jpg__744x744_q85_crop_subject_location-1456%2C1834_subsampling-2_upscale.jpg
Recital Anna Vinnitskaya,"KKL Luzern, Concert Hall",Sun 01.09,11.00,Anna Vinnitskaya,"Felix Mendelssohn (1809–1847)
Song without Word",https://www.lucernefestival.ch/media/thumbnails/filer_public/5c/10/5c1024f0-7cd9-4de9-b433-a9e15eaea289/anna_vinnitskaya_7337_full_c_bjoernkadenbach.jpg__744x744_q85_crop_subject_location-2940%2C1680_subsampling-2_upscale.jpg
Recital Anna Vinnitskaya,"KKL Luzern, Concert Hall",Sun 01.09,11.00,Anna Vinnitskaya,"Jörg Widmann (*1973)
Circus Dances",https://www.lucernefestival.ch/media/thumbnails/filer_public/5c/10/5c1024f0-7cd9-4de9-b433-a9e15eaea289/anna_vinnitskaya_7337_full_c_bjoernkadenbach.jpg__744x744_q85_crop_subject_location-2940%2C1680_subsampling-2_upscale.jpg
Recital Anna Vinnitskaya,"KKL Luzern, Concert Hall",Sun 01.09,11.00,Anna Vinnitskaya,"Robert Schumann (1810–1856)
Carnaval.",https://www.lucernefestival.ch/media/thumbnails/filer_public/5c/10/5c1024f0-7cd9-4de9-b433-a9e15eaea289/anna_vinnitskaya_7337_full_c_bjoernkadenbach.jpg__744x744_q85_crop_subject_location-2940%2C1680_subsampling-2_upscale.jpg
Klangforum Wien,"Luzerner Theater, Theatersaal",Sun 01.09,16.00,Klangforum Wien,"Beat Furrer (*1954)
Begehren",https://www.lucernefestival.ch/media/thumbnails/filer_public/c6/68/c668c38f-55e4-4c4c-af08-ab210023ea37/klangforumwien_c_klangforumat.jpeg__744x744_crop_subject_location-945%2C846_subsampling-2_upscale.jpeg
Klangforum Wien,"Luzerner Theater, Theatersaal",Sun 01.09,16.00,Cantando Admont,"Beat Furrer (*1954)
Begehren",https://www.lucernefestival.ch/media/thumbnails/filer_public/c6/68/c668c38f-55e4-4c4c-af08-ab210023ea37/klangforumwien_c_klangforumat.jpeg__744x744_crop_subject_location-945%2C846_subsampling-2_upscale.jpeg
Klangforum Wien,"Luzerner Theater, Theatersaal",Sun 01.09,16.00,Beat Furrer,"Beat Furrer (*1954)
Begehren",https://www.lucernefestival.ch/media/thumbnails/filer_public/c6/68/c668c38f-55e4-4c4c-af08-ab210023ea37/klangforumwien_c_klangforumat.jpeg__744x744_crop_subject_location-945%2C846_subsampling-2_upscale.jpeg
The Cleveland Orchestra,"KKL Luzern, Concert Hall",Sun 01.09,18.30,The Cleveland Orchestra,"Robert Schumann (1810–1856)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a7/e9/a7e9d4d7-3fa4-4463-841c-71250649d31c/vo_1_c_markus_jans.jpg__744x744_q85_crop_subject_location-424%2C360_subsampling-2_upscale.jpg
The Cleveland Orchestra,"KKL Luzern, Concert Hall",Sun 01.09,18.30,The Cleveland Orchestra,"Pyotr Ilyich  Tchaikovsky (1840–1893)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a7/e9/a7e9d4d7-3fa4-4463-841c-71250649d31c/vo_1_c_markus_jans.jpg__744x744_q85_crop_subject_location-424%2C360_subsampling-2_upscale.jpg
The Cleveland Orchestra,"KKL Luzern, Concert Hall",Sun 01.09,18.30,Franz Welser-Möst,"Robert Schumann (1810–1856)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a7/e9/a7e9d4d7-3fa4-4463-841c-71250649d31c/vo_1_c_markus_jans.jpg__744x744_q85_crop_subject_location-424%2C360_subsampling-2_upscale.jpg
The Cleveland Orchestra,"KKL Luzern, Concert Hall",Sun 01.09,18.30,Franz Welser-Möst,"Pyotr Ilyich  Tchaikovsky (1840–1893)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a7/e9/a7e9d4d7-3fa4-4463-841c-71250649d31c/vo_1_c_markus_jans.jpg__744x744_q85_crop_subject_location-424%2C360_subsampling-2_upscale.jpg
The Cleveland Orchestra,"KKL Luzern, Concert Hall",Sun 01.09,18.30,Víkingur Ólafsson,"Robert Schumann (1810–1856)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a7/e9/a7e9d4d7-3fa4-4463-841c-71250649d31c/vo_1_c_markus_jans.jpg__744x744_q85_crop_subject_location-424%2C360_subsampling-2_upscale.jpg
The Cleveland Orchestra,"KKL Luzern, Concert Hall",Sun 01.09,18.30,Víkingur Ólafsson,"Pyotr Ilyich  Tchaikovsky (1840–1893)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/a7/e9/a7e9d4d7-3fa4-4463-841c-71250649d31c/vo_1_c_markus_jans.jpg__744x744_q85_crop_subject_location-424%2C360_subsampling-2_upscale.jpg
Bavarian Radio Symphony Orchestra,"KKL Luzern, Concert Hall",Mon 02.09,19.30,Bavarian Radio Symphony Orchestra,"Gustav Mahler (1860–1911)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/11/ee/11ee0e9c-ea3a-427e-bc0e-42c8d33cb22c/rattle_220904_lso_2_rattle_c_manuelajans_lucerne_festival_16.jpg__744x744_q85_crop_subject_location-4095%2C2496_subsampling-2_upscale.jpg
Bavarian Radio Symphony Orchestra,"KKL Luzern, Concert Hall",Mon 02.09,19.30,Sir Simon Rattle,"Gustav Mahler (1860–1911)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/11/ee/11ee0e9c-ea3a-427e-bc0e-42c8d33cb22c/rattle_220904_lso_2_rattle_c_manuelajans_lucerne_festival_16.jpg__744x744_q85_crop_subject_location-4095%2C2496_subsampling-2_upscale.jpg
Debut Theo Plath,Lukaskirche,Tue 03.09,12.15,Theo Plath,"Pancho Vladiguerov (1899–1978)
Caprice",https://www.lucernefestival.ch/media/thumbnails/filer_public/cb/fc/cbfc1de9-a5e8-4c9f-9310-864640d69eac/plath_theo_credit_marco_borggreve.jpg__744x744_q85_crop_subject_location-3885%2C2609_subsampling-2_upscale.jpg
Debut Theo Plath,Lukaskirche,Tue 03.09,12.15,Theo Plath,"Claude Debussy (1862–1918)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/cb/fc/cbfc1de9-a5e8-4c9f-9310-864640d69eac/plath_theo_credit_marco_borggreve.jpg__744x744_q85_crop_subject_location-3885%2C2609_subsampling-2_upscale.jpg
Debut Theo Plath,Lukaskirche,Tue 03.09,12.15,Theo Plath,"Heinz Holliger (*1939)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/cb/fc/cbfc1de9-a5e8-4c9f-9310-864640d69eac/plath_theo_credit_marco_borggreve.jpg__744x744_q85_crop_subject_location-3885%2C2609_subsampling-2_upscale.jpg
Debut Theo Plath,Lukaskirche,Tue 03.09,12.15,Theo Plath,"Edward Elgar (1857–1934)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/cb/fc/cbfc1de9-a5e8-4c9f-9310-864640d69eac/plath_theo_credit_marco_borggreve.jpg__744x744_q85_crop_subject_location-3885%2C2609_subsampling-2_upscale.jpg
Debut Theo Plath,Lukaskirche,Tue 03.09,12.15,Theo Plath,"Daniel Schnyder (*1961)
",https://www.lucernefestival.ch/media/thumbnails/filer_public/cb/fc/cbfc1de9-a5e8-4c9f-9310-864640d69eac/plath_theo_credit_marco_borggreve.jpg__744x744_q85_crop_subject_location-3885%2C2609_subsampling-2_upscale.jpg
Debut Theo Plath,Lukaskirche,Tue 03.09,12.15,Aris Alexander Blettenberg,"Pancho Vladiguerov (1899–1978)
Caprice",https://www.lucernefestival.ch/media/thumbnails/filer_public/cb/fc/cbfc1de9-a5e8-4c9f-9310-864640d69eac/plath_theo_credit_marco_borggreve.jpg__744x744_q85_crop_subject_location-3885%2C2609_subsampling-2_upscale.jpg
